TIMESTAMP,ACCOUNT_ID,CONSUMPTION,UNITS
2014-12-14 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,0.0,CF
2014-12-14 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,0.0,CF
2014-12-14 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,0.0,CF
2014-12-14 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,0.0,CF
2014-12-14 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,0.0,CF
2014-12-14 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,0.0,CF
2014-12-14 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,0.0,CF
2014-12-14 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,0.0,CF
2014-12-15 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,5.0,CF
2014-12-15 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,899.0,CF
2014-12-15 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,637.0,CF
2014-12-15 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,85.0,CF
2014-12-15 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,600.0,CF
2014-12-15 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,230.0,CF
2014-12-15 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,85.0,CF
2014-12-15 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2014-12-15 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,9.0,CF
2014-12-15 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,215.0,CF
2014-12-15 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,5.0,CF
2014-12-15 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,0.0,CF
2014-12-15 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,3.0,CF
2014-12-16 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,4.0,CF
2014-12-16 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,22.0,CF
2014-12-16 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,40.0,CF
2014-12-16 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,0,CF
2014-12-16 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,18.0,CF
2014-12-16 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,11.0,CF
2014-12-16 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,13.0,CF
2014-12-16 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,22.0,CF
2014-12-16 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,2.0,CF
2014-12-16 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,9.0,CF
2014-12-16 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,5.0,CF
2014-12-16 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2014-12-16 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,8.0,CF
2014-12-17 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,41.0,CF
2014-12-17 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,7.0,CF
2014-12-17 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,4.0,CF
2014-12-17 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,3.0,CF
2014-12-17 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,8.0,CF
2014-12-17 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,0,CF
2014-12-17 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,19.0,CF
2014-12-17 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,26.0,CF
2014-12-17 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,7.0,CF
2014-12-17 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,24.0,CF
2014-12-17 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,23.0,CF
2014-12-17 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,8.0,CF
2014-12-17 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,9.0,CF
2014-12-18 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,9.0,CF
2014-12-18 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,25.0,CF
2014-12-18 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,53.0,CF
2014-12-18 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,10.0,CF
2014-12-18 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,14.0,CF
2014-12-18 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,6.0,CF
2014-12-18 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,0.0,CF
2014-12-18 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,7.0,CF
2014-12-18 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,4.0,CF
2014-12-18 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,22.0,CF
2014-12-18 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,32.0,CF
2014-12-18 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,0,CF
2014-12-18 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,12.0,CF
2014-12-19 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,30.0,CF
2014-12-19 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,6.0,CF
2014-12-19 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,5.0,CF
2014-12-19 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,14.0,CF
2014-12-19 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,10.0,CF
2014-12-19 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,13.0,CF
2014-12-19 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,5.0,CF
2014-12-19 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2014-12-19 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,9.0,CF
2014-12-19 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,24.0,CF
2014-12-19 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,18.0,CF
2014-12-19 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,7.0,CF
2014-12-19 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,1.0,CF
2014-12-20 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,8.0,CF
2014-12-20 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,57.0,CF
2014-12-20 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,36.0,CF
2014-12-20 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2014-12-20 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,3.0,CF
2014-12-20 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,28.0,CF
2014-12-20 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,5.0,CF
2014-12-20 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,7.0,CF
2014-12-20 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,7.0,CF
2014-12-20 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,10.0,CF
2014-12-20 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,46.0,CF
2014-12-20 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,21.0,CF
2014-12-20 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,2.0,CF
2014-12-21 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,7.0,CF
2014-12-21 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,9.0,CF
2014-12-21 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,52.0,CF
2014-12-21 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,10.0,CF
2014-12-21 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,20.0,CF
2014-12-21 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,8.0,CF
2014-12-21 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,11.0,CF
2014-12-21 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,11.0,CF
2014-12-21 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,26.0,CF
2014-12-21 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,9.0,CF
2014-12-21 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,10.0,CF
2014-12-21 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,9.0,CF
2014-12-21 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,10.0,CF
2014-12-22 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,39.0,CF
2014-12-22 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,4.0,CF
2014-12-22 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,9.0,CF
2014-12-22 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,5.0,CF
2014-12-22 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,8.0,CF
2014-12-22 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,12.0,CF
2014-12-22 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,5.0,CF
2014-12-22 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,50.0,CF
2014-12-22 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,7.0,CF
2014-12-22 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,76.0,CF
2014-12-22 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,42.0,CF
2014-12-22 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2014-12-22 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,14.0,CF
2014-12-23 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,3.0,CF
2014-12-23 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,11.0,CF
2014-12-23 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,5.0,CF
2014-12-23 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,4.0,CF
2014-12-23 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,9.0,CF
2014-12-23 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,27.0,CF
2014-12-23 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,58.0,CF
2014-12-23 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,27.0,CF
2014-12-23 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,6.0,CF
2014-12-23 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,6.0,CF
2014-12-23 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,14.0,CF
2014-12-23 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,8.0,CF
2014-12-23 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,26.0,CF
2014-12-24 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,21.0,CF
2014-12-24 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,11.0,CF
2014-12-24 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,50.0,CF
2014-12-24 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,20.0,CF
2014-12-24 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,5.0,CF
2014-12-24 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,7.0,CF
2014-12-24 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,3.0,CF
2014-12-24 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,11.0,CF
2014-12-24 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,6.0,CF
2014-12-24 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,0,CF
2014-12-24 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,28.0,CF
2014-12-24 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,12.0,CF
2014-12-24 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,45.0,CF
2014-12-25 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,18.0,CF
2014-12-25 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,34.0,CF
2014-12-25 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,65.0,CF
2014-12-25 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,25.0,CF
2014-12-25 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,9.0,CF
2014-12-25 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,14.0,CF
2014-12-25 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,14.0,CF
2014-12-25 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,14.0,CF
2014-12-25 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,13.0,CF
2014-12-25 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,1.0,CF
2014-12-25 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,30.0,CF
2014-12-25 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,7.0,CF
2014-12-25 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,20.0,CF
2014-12-26 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,6.0,CF
2014-12-26 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,18.0,CF
2014-12-26 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,11.0,CF
2014-12-26 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,2.0,CF
2014-12-26 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,15.0,CF
2014-12-26 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,29.0,CF
2014-12-26 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,15.0,CF
2014-12-26 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,8.0,CF
2014-12-26 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,54.0,CF
2014-12-26 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,8.0,CF
2014-12-26 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,8.0,CF
2014-12-26 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,59.0,CF
2014-12-26 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,20.0,CF
2014-12-27 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,9.0,CF
2014-12-27 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,16.0,CF
2014-12-27 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,15.0,CF
2014-12-27 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,12.0,CF
2014-12-27 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,29.0,CF
2014-12-27 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,31.0,CF
2014-12-27 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2014-12-27 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,21.0,CF
2014-12-27 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,3.0,CF
2014-12-27 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,26.0,CF
2014-12-27 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,2.0,CF
2014-12-27 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,19.0,CF
2014-12-27 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,8.0,CF
2014-12-28 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,0.0,CF
2014-12-28 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,20.0,CF
2014-12-28 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,9.0,CF
2014-12-28 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,13.0,CF
2014-12-28 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,5.0,CF
2014-12-28 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,26.0,CF
2014-12-28 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,16.0,CF
2014-12-28 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,41.0,CF
2014-12-28 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,26.0,CF
2014-12-28 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,10.0,CF
2014-12-28 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,16.0,CF
2014-12-28 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,12.0,CF
2014-12-28 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,18.0,CF
2014-12-29 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,20.0,CF
2014-12-29 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,19.0,CF
2014-12-29 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,11.0,CF
2014-12-29 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,15.0,CF
2014-12-29 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,8.0,CF
2014-12-29 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,0.0,CF
2014-12-29 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,11.0,CF
2014-12-29 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,77.0,CF
2014-12-29 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,7.0,CF
2014-12-29 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,5.0,CF
2014-12-29 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,9.0,CF
2014-12-29 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,6.0,CF
2014-12-29 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,11.0,CF
2014-12-30 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,8.0,CF
2014-12-30 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,8.0,CF
2014-12-30 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,22.0,CF
2014-12-30 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,94.0,CF
2014-12-30 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,17.0,CF
2014-12-30 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2014-12-30 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,13.0,CF
2014-12-30 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,14.0,CF
2014-12-30 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,7.0,CF
2014-12-30 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,21.0,CF
2014-12-30 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,13.0,CF
2014-12-30 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,32.0,CF
2014-12-30 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,39.0,CF
2014-12-31 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,21.0,CF
2014-12-31 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,31.0,CF
2014-12-31 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,6.0,CF
2014-12-31 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,13.0,CF
2014-12-31 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,54.0,CF
2014-12-31 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,54.0,CF
2014-12-31 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,12.0,CF
2014-12-31 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,7.0,CF
2014-12-31 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,54.0,CF
2014-12-31 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,5.0,CF
2014-12-31 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,26.0,CF
2014-12-31 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,15.0,CF
2014-12-31 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,7.0,CF
2015-01-01 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,29.0,CF
2015-01-01 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,59.0,CF
2015-01-01 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,13.0,CF
2015-01-01 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,37.0,CF
2015-01-01 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,3.0,CF
2015-01-01 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,9.0,CF
2015-01-01 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,14.0,CF
2015-01-01 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,28.0,CF
2015-01-01 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,30.0,CF
2015-01-01 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,13.0,CF
2015-01-01 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,17.0,CF
2015-01-01 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,18.0,CF
2015-01-01 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,33.0,CF
2015-01-02 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,22.0,CF
2015-01-02 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,10.0,CF
2015-01-02 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,13.0,CF
2015-01-02 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,2.0,CF
2015-01-02 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,28.0,CF
2015-01-02 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,5.0,CF
2015-01-02 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,28.0,CF
2015-01-02 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,7.0,CF
2015-01-02 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,17.0,CF
2015-01-02 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,22.0,CF
2015-01-02 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,15.0,CF
2015-01-02 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,61.0,CF
2015-01-02 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,11.0,CF
2015-01-03 00:00:00-08,54f962a1-bd97-593d-b502-2079c72d922b,14.0,CF
2015-01-03 00:00:00-08,9f9c8098-2073-e559-a9e4-71b6dc96d920,12.0,CF
2015-01-03 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,52.0,CF
2015-01-03 00:00:00-08,9b6a026f-ddeb-81be-5777-39a41823d602,11.0,CF
2015-01-03 00:00:00-08,19b7abd7-62e9-a02e-245e-560262278c6c,12.0,CF
2015-01-03 00:00:00-08,909ba632-9e36-bcb1-4920-f82ffe295326,26.0,CF
2015-01-03 00:00:00-08,2319a0db-dbe4-f32e-1fd0-d45d55673c1e,40.0,CF
2015-01-03 00:00:00-08,707f7886-a789-866e-d143-9659a90cbe33,3.0,CF
2015-01-03 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,9.0,CF
2015-01-03 00:00:00-08,079b6bbd-e1c5-6901-6ba2-b865ffc8ef18,37.0,CF
2015-01-03 00:00:00-08,45cf045a-b61e-aaf9-f6b1-f896794c8a84,37.0,CF
2015-01-03 00:00:00-08,5e8d49f8-2e2b-7117-b230-eb85805cd986,24.0,CF
2015-01-03 00:00:00-08,7c332956-dbe9-fc36-2e39-e7b33f7ebe02,8.0,CF
2015-01-04 00:00:00-08,9e8007f6-0798-9125-9361-019677794383,6.0,CF
2015-01-04 00:00:00-08,f21b6cf3-af2e-7790-56d1-a66176c3ddad,61.0,CF
